message_id,channel_name,image_path,category,detected_objects,num_detections,max_confidence,detections_json
188810,tikvahpharma,data\raw\images\tikvahpharma\188810.jpg,product_display,"bottle, bottle, bottle, refrigerator, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle",22,0.7156,"[{'class': 'bottle', 'confidence': 0.7155637145042419, 'bbox': [158.80523681640625, 610.164306640625, 207.6302490234375, 720.717041015625]}, {'class': 'bottle', 'confidence': 0.5736801624298096, 'bbox': [102.12200927734375, 611.7568359375, 149.70530700683594, 725.720703125]}, {'class': 'bottle', 'confidence': 0.5660501718521118, 'bbox': [285.6326904296875, 730.090576171875, 318.0736083984375, 850.45361328125]}, {'class': 'refrigerator', 'confidence': 0.5293634533882141, 'bbox': [64.0421142578125, 14.17608642578125, 1153.144775390625, 957.3217163085938]}, {'class': 'bottle', 'confidence': 0.5242188572883606, 'bbox': [212.091064453125, 615.2212524414062, 253.53851318359375, 716.4729614257812]}, {'class': 'bottle', 'confidence': 0.5141347646713257, 'bbox': [253.75662231445312, 733.3516845703125, 287.2861633300781, 848.6812744140625]}, {'class': 'bottle', 'confidence': 0.4459749162197113, 'bbox': [176.35641479492188, 453.41827392578125, 225.20767211914062, 562.311767578125]}, {'class': 'bottle', 'confidence': 0.4349454641342163, 'bbox': [494.05059814453125, 375.2877197265625, 531.0379028320312, 456.2120361328125]}, {'class': 'bottle', 'confidence': 0.40731051564216614, 'bbox': [794.893310546875, 815.4739379882812, 823.0828857421875, 884.6951293945312]}, {'class': 'bottle', 'confidence': 0.4062907099723816, 'bbox': [313.4482421875, 726.81103515625, 347.6634521484375, 845.3055419921875]}, {'class': 'bottle', 'confidence': 0.39240309596061707, 'bbox': [312.0218811035156, 608.2154541015625, 351.1841735839844, 709.2989501953125]}, {'class': 'bottle', 'confidence': 0.3764137029647827, 'bbox': [278.67462158203125, 469.3369445800781, 319.29473876953125, 558.3310546875]}, {'class': 'bottle', 'confidence': 0.37218785285949707, 'bbox': [230.39141845703125, 456.2491455078125, 277.58642578125, 559.5941162109375]}, {'class': 'bottle', 'confidence': 0.32826653122901917, 'bbox': [393.1168518066406, 583.0709228515625, 432.5935363769531, 699.3028564453125]}, {'class': 'bottle', 'confidence': 0.3277135491371155, 'bbox': [697.3184204101562, 828.3358154296875, 727.8135375976562, 903.6395263671875]}, {'class': 'bottle', 'confidence': 0.31428781151771545, 'bbox': [768.4482421875, 816.8927001953125, 791.780517578125, 889.0234375]}, {'class': 'bottle', 'confidence': 0.3072517514228821, 'bbox': [775.014404296875, 815.8792724609375, 800.28515625, 886.6253662109375]}, {'class': 'bottle', 'confidence': 0.30147361755371094, 'bbox': [431.6339416503906, 580.7032470703125, 468.9631652832031, 696.1993408203125]}, {'class': 'bottle', 'confidence': 0.2963957190513611, 'bbox': [827.3409423828125, 819.1201171875, 857.4080810546875, 875.84033203125]}, {'class': 'bottle', 'confidence': 0.2871839702129364, 'bbox': [260.049560546875, 613.1093139648438, 306.860107421875, 711.0740356445312]}, {'class': 'bottle', 'confidence': 0.281659871339798, 'bbox': [743.040771484375, 818.0679931640625, 772.876220703125, 893.1409912109375]}, {'class': 'bottle', 'confidence': 0.2729271948337555, 'bbox': [812.31787109375, 815.9535522460938, 833.7197265625, 881.0639038085938]}]"
188833,tikvahpharma,data\raw\images\tikvahpharma\188833.jpg,lifestyle,"person, person, person, clock",4,0.8241,"[{'class': 'person', 'confidence': 0.8240880966186523, 'bbox': [397.385009765625, 325.0810241699219, 754.7730102539062, 796.5220336914062]}, {'class': 'person', 'confidence': 0.7673170566558838, 'bbox': [16.436767578125, 349.7847595214844, 377.0320129394531, 789.5943603515625]}, {'class': 'person', 'confidence': 0.6868728399276733, 'bbox': [211.61471557617188, 398.7967529296875, 441.6174621582031, 785.3076782226562]}, {'class': 'clock', 'confidence': 0.6471425294876099, 'bbox': [297.8599548339844, 134.1337127685547, 518.6143188476562, 355.06964111328125]}]"
188834,tikvahpharma,data\raw\images\tikvahpharma\188834.jpg,other,refrigerator,1,0.5247,"[{'class': 'refrigerator', 'confidence': 0.5246832966804504, 'bbox': [136.69935607910156, 135.78282165527344, 389.7076110839844, 525.9697265625]}]"
188868,tikvahpharma,data\raw\images\tikvahpharma\188868.jpg,product_display,"bottle, bottle, bottle, refrigerator, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle",22,0.7156,"[{'class': 'bottle', 'confidence': 0.7155637145042419, 'bbox': [158.80523681640625, 610.164306640625, 207.6302490234375, 720.717041015625]}, {'class': 'bottle', 'confidence': 0.5736801624298096, 'bbox': [102.12200927734375, 611.7568359375, 149.70530700683594, 725.720703125]}, {'class': 'bottle', 'confidence': 0.5660501718521118, 'bbox': [285.6326904296875, 730.090576171875, 318.0736083984375, 850.45361328125]}, {'class': 'refrigerator', 'confidence': 0.5293634533882141, 'bbox': [64.0421142578125, 14.17608642578125, 1153.144775390625, 957.3217163085938]}, {'class': 'bottle', 'confidence': 0.5242188572883606, 'bbox': [212.091064453125, 615.2212524414062, 253.53851318359375, 716.4729614257812]}, {'class': 'bottle', 'confidence': 0.5141347646713257, 'bbox': [253.75662231445312, 733.3516845703125, 287.2861633300781, 848.6812744140625]}, {'class': 'bottle', 'confidence': 0.4459749162197113, 'bbox': [176.35641479492188, 453.41827392578125, 225.20767211914062, 562.311767578125]}, {'class': 'bottle', 'confidence': 0.4349454641342163, 'bbox': [494.05059814453125, 375.2877197265625, 531.0379028320312, 456.2120361328125]}, {'class': 'bottle', 'confidence': 0.40731051564216614, 'bbox': [794.893310546875, 815.4739379882812, 823.0828857421875, 884.6951293945312]}, {'class': 'bottle', 'confidence': 0.4062907099723816, 'bbox': [313.4482421875, 726.81103515625, 347.6634521484375, 845.3055419921875]}, {'class': 'bottle', 'confidence': 0.39240309596061707, 'bbox': [312.0218811035156, 608.2154541015625, 351.1841735839844, 709.2989501953125]}, {'class': 'bottle', 'confidence': 0.3764137029647827, 'bbox': [278.67462158203125, 469.3369445800781, 319.29473876953125, 558.3310546875]}, {'class': 'bottle', 'confidence': 0.37218785285949707, 'bbox': [230.39141845703125, 456.2491455078125, 277.58642578125, 559.5941162109375]}, {'class': 'bottle', 'confidence': 0.32826653122901917, 'bbox': [393.1168518066406, 583.0709228515625, 432.5935363769531, 699.3028564453125]}, {'class': 'bottle', 'confidence': 0.3277135491371155, 'bbox': [697.3184204101562, 828.3358154296875, 727.8135375976562, 903.6395263671875]}, {'class': 'bottle', 'confidence': 0.31428781151771545, 'bbox': [768.4482421875, 816.8927001953125, 791.780517578125, 889.0234375]}, {'class': 'bottle', 'confidence': 0.3072517514228821, 'bbox': [775.014404296875, 815.8792724609375, 800.28515625, 886.6253662109375]}, {'class': 'bottle', 'confidence': 0.30147361755371094, 'bbox': [431.6339416503906, 580.7032470703125, 468.9631652832031, 696.1993408203125]}, {'class': 'bottle', 'confidence': 0.2963957190513611, 'bbox': [827.3409423828125, 819.1201171875, 857.4080810546875, 875.84033203125]}, {'class': 'bottle', 'confidence': 0.2871839702129364, 'bbox': [260.049560546875, 613.1093139648438, 306.860107421875, 711.0740356445312]}, {'class': 'bottle', 'confidence': 0.281659871339798, 'bbox': [743.040771484375, 818.0679931640625, 772.876220703125, 893.1409912109375]}, {'class': 'bottle', 'confidence': 0.2729271948337555, 'bbox': [812.31787109375, 815.9535522460938, 833.7197265625, 881.0639038085938]}]"
188875,tikvahpharma,data\raw\images\tikvahpharma\188875.jpg,lifestyle,"sports ball, person, scissors, person",4,0.7996,"[{'class': 'sports ball', 'confidence': 0.7996258735656738, 'bbox': [527.907470703125, 582.2890014648438, 592.4075317382812, 648.5825805664062]}, {'class': 'person', 'confidence': 0.7289086580276489, 'bbox': [614.1900634765625, 102.35298919677734, 1054.3348388671875, 931.9969482421875]}, {'class': 'scissors', 'confidence': 0.46008700132369995, 'bbox': [804.8453979492188, 649.3754272460938, 926.3631591796875, 764.451904296875]}, {'class': 'person', 'confidence': 0.30233898758888245, 'bbox': [712.4567260742188, 100.28981018066406, 1063.300537109375, 569.174072265625]}]"
188876,tikvahpharma,data\raw\images\tikvahpharma\188876.jpg,other,,0,0.0,[]
188877,tikvahpharma,data\raw\images\tikvahpharma\188877.jpg,other,"scissors, scissors, scissors",3,0.9074,"[{'class': 'scissors', 'confidence': 0.9073542356491089, 'bbox': [160.8997039794922, 317.6031494140625, 522.5704345703125, 770.7318115234375]}, {'class': 'scissors', 'confidence': 0.6267325282096863, 'bbox': [330.5792541503906, 299.737060546875, 666.8289794921875, 775.6192626953125]}, {'class': 'scissors', 'confidence': 0.5577217936515808, 'bbox': [557.4542846679688, 276.87078857421875, 874.0677490234375, 779.9984130859375]}]"
188883,tikvahpharma,data\raw\images\tikvahpharma\188883.jpg,product_display,bottle,1,0.2587,"[{'class': 'bottle', 'confidence': 0.2587232291698456, 'bbox': [674.8016357421875, 187.51544189453125, 793.2041015625, 568.1377563476562]}]"
188887,tikvahpharma,data\raw\images\tikvahpharma\188887.jpg,other,"book, refrigerator",2,0.311,"[{'class': 'book', 'confidence': 0.3109802007675171, 'bbox': [499.1486511230469, 558.764404296875, 755.887451171875, 893.5118408203125]}, {'class': 'refrigerator', 'confidence': 0.2864178717136383, 'bbox': [72.19046783447266, 10.93224048614502, 1004.1669311523438, 960.0]}]"
188888,tikvahpharma,data\raw\images\tikvahpharma\188888.jpg,other,,0,0.0,[]
188889,tikvahpharma,data\raw\images\tikvahpharma\188889.jpg,other,,0,0.0,[]
188890,tikvahpharma,data\raw\images\tikvahpharma\188890.jpg,other,book,1,0.2908,"[{'class': 'book', 'confidence': 0.2907606363296509, 'bbox': [0.0, 42.06999206542969, 653.9518432617188, 701.4864501953125]}]"
188891,tikvahpharma,data\raw\images\tikvahpharma\188891.jpg,other,,0,0.0,[]
188901,tikvahpharma,data\raw\images\tikvahpharma\188901.jpg,other,,0,0.0,[]
188903,tikvahpharma,data\raw\images\tikvahpharma\188903.jpg,lifestyle,"sports ball, person, scissors, person",4,0.7996,"[{'class': 'sports ball', 'confidence': 0.7996258735656738, 'bbox': [527.907470703125, 582.2890014648438, 592.4075317382812, 648.5825805664062]}, {'class': 'person', 'confidence': 0.7289086580276489, 'bbox': [614.1900634765625, 102.35298919677734, 1054.3348388671875, 931.9969482421875]}, {'class': 'scissors', 'confidence': 0.46008700132369995, 'bbox': [804.8453979492188, 649.3754272460938, 926.3631591796875, 764.451904296875]}, {'class': 'person', 'confidence': 0.30233898758888245, 'bbox': [712.4567260742188, 100.28981018066406, 1063.300537109375, 569.174072265625]}]"
188907,tikvahpharma,data\raw\images\tikvahpharma\188907.jpg,lifestyle,"sports ball, person, scissors, person",4,0.7996,"[{'class': 'sports ball', 'confidence': 0.7996258735656738, 'bbox': [527.907470703125, 582.2890014648438, 592.4075317382812, 648.5825805664062]}, {'class': 'person', 'confidence': 0.7289086580276489, 'bbox': [614.1900634765625, 102.35298919677734, 1054.3348388671875, 931.9969482421875]}, {'class': 'scissors', 'confidence': 0.46008700132369995, 'bbox': [804.8453979492188, 649.3754272460938, 926.3631591796875, 764.451904296875]}, {'class': 'person', 'confidence': 0.30233898758888245, 'bbox': [712.4567260742188, 100.28981018066406, 1063.300537109375, 569.174072265625]}]"
188914,tikvahpharma,data\raw\images\tikvahpharma\188914.jpg,other,,0,0.0,[]
188915,tikvahpharma,data\raw\images\tikvahpharma\188915.jpg,other,"scissors, scissors, scissors",3,0.9074,"[{'class': 'scissors', 'confidence': 0.9073542356491089, 'bbox': [160.8997039794922, 317.6031494140625, 522.5704345703125, 770.7318115234375]}, {'class': 'scissors', 'confidence': 0.6267325282096863, 'bbox': [330.5792541503906, 299.737060546875, 666.8289794921875, 775.6192626953125]}, {'class': 'scissors', 'confidence': 0.5577217936515808, 'bbox': [557.4542846679688, 276.87078857421875, 874.0677490234375, 779.9984130859375]}]"
188920,tikvahpharma,data\raw\images\tikvahpharma\188920.jpg,promotional,"cell phone, person",2,0.4298,"[{'class': 'cell phone', 'confidence': 0.42984965443611145, 'bbox': [297.66680908203125, 409.31719970703125, 553.9732055664062, 783.9866333007812]}, {'class': 'person', 'confidence': 0.25294458866119385, 'bbox': [140.08599853515625, 601.3194580078125, 241.70913696289062, 740.156005859375]}]"
188927,tikvahpharma,data\raw\images\tikvahpharma\188927.jpg,other,,0,0.0,[]
188931,tikvahpharma,data\raw\images\tikvahpharma\188931.jpg,other,,0,0.0,[]
188941,tikvahpharma,data\raw\images\tikvahpharma\188941.jpg,other,,0,0.0,[]
188942,tikvahpharma,data\raw\images\tikvahpharma\188942.jpg,other,"scissors, scissors, scissors",3,0.9074,"[{'class': 'scissors', 'confidence': 0.9073542356491089, 'bbox': [160.8997039794922, 317.6031494140625, 522.5704345703125, 770.7318115234375]}, {'class': 'scissors', 'confidence': 0.6267325282096863, 'bbox': [330.5792541503906, 299.737060546875, 666.8289794921875, 775.6192626953125]}, {'class': 'scissors', 'confidence': 0.5577217936515808, 'bbox': [557.4542846679688, 276.87078857421875, 874.0677490234375, 779.9984130859375]}]"
188954,tikvahpharma,data\raw\images\tikvahpharma\188954.jpg,lifestyle,"sports ball, person, scissors, person",4,0.7996,"[{'class': 'sports ball', 'confidence': 0.7996258735656738, 'bbox': [527.907470703125, 582.2890014648438, 592.4075317382812, 648.5825805664062]}, {'class': 'person', 'confidence': 0.7289086580276489, 'bbox': [614.1900634765625, 102.35298919677734, 1054.3348388671875, 931.9969482421875]}, {'class': 'scissors', 'confidence': 0.46008700132369995, 'bbox': [804.8453979492188, 649.3754272460938, 926.3631591796875, 764.451904296875]}, {'class': 'person', 'confidence': 0.30233898758888245, 'bbox': [712.4567260742188, 100.28981018066406, 1063.300537109375, 569.174072265625]}]"
188962,tikvahpharma,data\raw\images\tikvahpharma\188962.jpg,product_display,"bottle, bottle, bottle, refrigerator, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle",22,0.7156,"[{'class': 'bottle', 'confidence': 0.7155637145042419, 'bbox': [158.80523681640625, 610.164306640625, 207.6302490234375, 720.717041015625]}, {'class': 'bottle', 'confidence': 0.5736801624298096, 'bbox': [102.12200927734375, 611.7568359375, 149.70530700683594, 725.720703125]}, {'class': 'bottle', 'confidence': 0.5660501718521118, 'bbox': [285.6326904296875, 730.090576171875, 318.0736083984375, 850.45361328125]}, {'class': 'refrigerator', 'confidence': 0.5293634533882141, 'bbox': [64.0421142578125, 14.17608642578125, 1153.144775390625, 957.3217163085938]}, {'class': 'bottle', 'confidence': 0.5242188572883606, 'bbox': [212.091064453125, 615.2212524414062, 253.53851318359375, 716.4729614257812]}, {'class': 'bottle', 'confidence': 0.5141347646713257, 'bbox': [253.75662231445312, 733.3516845703125, 287.2861633300781, 848.6812744140625]}, {'class': 'bottle', 'confidence': 0.4459749162197113, 'bbox': [176.35641479492188, 453.41827392578125, 225.20767211914062, 562.311767578125]}, {'class': 'bottle', 'confidence': 0.4349454641342163, 'bbox': [494.05059814453125, 375.2877197265625, 531.0379028320312, 456.2120361328125]}, {'class': 'bottle', 'confidence': 0.40731051564216614, 'bbox': [794.893310546875, 815.4739379882812, 823.0828857421875, 884.6951293945312]}, {'class': 'bottle', 'confidence': 0.4062907099723816, 'bbox': [313.4482421875, 726.81103515625, 347.6634521484375, 845.3055419921875]}, {'class': 'bottle', 'confidence': 0.39240309596061707, 'bbox': [312.0218811035156, 608.2154541015625, 351.1841735839844, 709.2989501953125]}, {'class': 'bottle', 'confidence': 0.3764137029647827, 'bbox': [278.67462158203125, 469.3369445800781, 319.29473876953125, 558.3310546875]}, {'class': 'bottle', 'confidence': 0.37218785285949707, 'bbox': [230.39141845703125, 456.2491455078125, 277.58642578125, 559.5941162109375]}, {'class': 'bottle', 'confidence': 0.32826653122901917, 'bbox': [393.1168518066406, 583.0709228515625, 432.5935363769531, 699.3028564453125]}, {'class': 'bottle', 'confidence': 0.3277135491371155, 'bbox': [697.3184204101562, 828.3358154296875, 727.8135375976562, 903.6395263671875]}, {'class': 'bottle', 'confidence': 0.31428781151771545, 'bbox': [768.4482421875, 816.8927001953125, 791.780517578125, 889.0234375]}, {'class': 'bottle', 'confidence': 0.3072517514228821, 'bbox': [775.014404296875, 815.8792724609375, 800.28515625, 886.6253662109375]}, {'class': 'bottle', 'confidence': 0.30147361755371094, 'bbox': [431.6339416503906, 580.7032470703125, 468.9631652832031, 696.1993408203125]}, {'class': 'bottle', 'confidence': 0.2963957190513611, 'bbox': [827.3409423828125, 819.1201171875, 857.4080810546875, 875.84033203125]}, {'class': 'bottle', 'confidence': 0.2871839702129364, 'bbox': [260.049560546875, 613.1093139648438, 306.860107421875, 711.0740356445312]}, {'class': 'bottle', 'confidence': 0.281659871339798, 'bbox': [743.040771484375, 818.0679931640625, 772.876220703125, 893.1409912109375]}, {'class': 'bottle', 'confidence': 0.2729271948337555, 'bbox': [812.31787109375, 815.9535522460938, 833.7197265625, 881.0639038085938]}]"
188969,tikvahpharma,data\raw\images\tikvahpharma\188969.jpg,other,,0,0.0,[]
